#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CDK2	PPARG	9606.ENSP00000266970	9606.ENSP00000287820	0	0	0	0	0	0.045	0	0.428	0.431
CDK2	F2	9606.ENSP00000266970	9606.ENSP00000308541	0	0	0	0	0.107	0	0	0.392	0.433
CDK2	IGF1	9606.ENSP00000266970	9606.ENSP00000376637	0	0	0	0	0	0	0	0.447	0.447
CDK2	NOTCH1	9606.ENSP00000266970	9606.ENSP00000498587	0	0	0	0	0.062	0.092	0	0.420	0.464
CDK2	MAPK8	9606.ENSP00000266970	9606.ENSP00000378974	0	0	0.085	0.830	0.049	0.065	0	0.422	0.467
CDK2	TGFBR2	9606.ENSP00000266970	9606.ENSP00000351905	0	0	0	0	0	0.098	0	0.479	0.510
CDK2	MMP9	9606.ENSP00000266970	9606.ENSP00000361405	0	0	0	0	0	0	0	0.566	0.566
CDK2	EGFR	9606.ENSP00000266970	9606.ENSP00000275493	0	0	0	0.622	0.042	0	0	0.565	0.566
CDK2	PTGS2	9606.ENSP00000266970	9606.ENSP00000356438	0	0	0	0	0	0	0	0.598	0.598
CDK2	XIAP	9606.ENSP00000266970	9606.ENSP00000360242	0	0	0	0	0.212	0	0	0.513	0.600
CDK2	TYMS	9606.ENSP00000266970	9606.ENSP00000315644	0	0	0	0	0.358	0	0	0.457	0.636
CDK2	HRAS	9606.ENSP00000266970	9606.ENSP00000407586	0	0	0	0	0.067	0.144	0	0.590	0.644
CDK2	TERT	9606.ENSP00000266970	9606.ENSP00000309572	0	0	0	0	0.074	0	0.400	0.485	0.689
CDK2	PARP1	9606.ENSP00000266970	9606.ENSP00000355759	0	0	0	0	0.116	0.075	0	0.668	0.705
CDK2	ESR1	9606.ENSP00000266970	9606.ENSP00000405330	0	0	0	0	0	0.294	0	0.612	0.714
CDK2	PLK1	9606.ENSP00000266970	9606.ENSP00000300093	0	0	0	0.628	0.368	0.150	0	0.558	0.742
CDK2	GSK3B	9606.ENSP00000266970	9606.ENSP00000324806	0	0	0	0.827	0.044	0.098	0	0.755	0.770
CDK2	HIF1A	9606.ENSP00000266970	9606.ENSP00000437955	0	0	0	0	0.070	0.292	0	0.684	0.773
CDK2	CHEK1	9606.ENSP00000266970	9606.ENSP00000391090	0	0	0	0.625	0.238	0.242	0.500	0.601	0.869
CDK6	MMP2	9606.ENSP00000265734	9606.ENSP00000219070	0	0	0	0	0	0	0	0.435	0.435
CDK6	MDM2	9606.ENSP00000265734	9606.ENSP00000258149	0	0	0	0	0	0	0	0.656	0.656
CDK6	STAT3	9606.ENSP00000265734	9606.ENSP00000264657	0	0	0	0	0.055	0.095	0	0.872	0.881
CDK6	DNMT3A	9606.ENSP00000265734	9606.ENSP00000264709	0	0	0	0	0.088	0	0	0.432	0.461
CDK6	IDH1	9606.ENSP00000265734	9606.ENSP00000390265	0	0	0	0	0.049	0	0	0.420	0.424
CDK6	MET	9606.ENSP00000265734	9606.ENSP00000317272	0	0	0	0.608	0.102	0.240	0	0.259	0.450
CDK6	KEAP1	9606.ENSP00000265734	9606.ENSP00000377245	0	0	0	0	0.056	0.320	0	0.229	0.462
CDK6	MMP9	9606.ENSP00000265734	9606.ENSP00000361405	0	0	0	0	0	0	0	0.484	0.484
CDK6	TYMS	9606.ENSP00000265734	9606.ENSP00000315644	0	0	0	0	0.270	0	0	0.342	0.499
CDK6	PLK1	9606.ENSP00000265734	9606.ENSP00000300093	0	0	0	0.610	0.316	0.150	0	0.248	0.525
CDK6	XIAP	9606.ENSP00000265734	9606.ENSP00000360242	0	0	0	0	0.208	0	0	0.455	0.550
CDK6	HIF1A	9606.ENSP00000265734	9606.ENSP00000437955	0	0	0	0	0.096	0.167	0	0.452	0.552
CDK6	SRC	9606.ENSP00000265734	9606.ENSP00000362680	0	0	0	0.604	0.077	0.098	0.400	0.210	0.552
CDK6	NOTCH1	9606.ENSP00000265734	9606.ENSP00000498587	0	0	0	0	0.071	0.092	0	0.539	0.578
CDK6	ESR1	9606.ENSP00000265734	9606.ENSP00000405330	0	0	0	0	0	0.045	0	0.584	0.585
CDK6	TERT	9606.ENSP00000265734	9606.ENSP00000309572	0	0	0	0	0.049	0.180	0	0.524	0.596
CDK6	PARP1	9606.ENSP00000265734	9606.ENSP00000355759	0	0	0	0	0.115	0	0	0.593	0.625
CDK6	CHEK1	9606.ENSP00000265734	9606.ENSP00000391090	0	0	0	0.616	0.183	0.242	0	0.489	0.656
CDK6	HRAS	9606.ENSP00000265734	9606.ENSP00000407586	0	0	0	0	0.067	0.095	0	0.641	0.670
CHEK1	MAPK14	9606.ENSP00000391090	9606.ENSP00000229795	0	0	0	0.593	0.056	0.091	0	0.456	0.492
CHEK1	MDM2	9606.ENSP00000391090	9606.ENSP00000258149	0	0	0	0	0.060	0	0	0.693	0.699
CHEK1	KDR	9606.ENSP00000391090	9606.ENSP00000263923	0	0	0	0	0	0	0	0.540	0.540
CHEK1	STAT3	9606.ENSP00000391090	9606.ENSP00000264657	0	0	0	0	0	0	0	0.434	0.434
CHEK1	EGFR	9606.ENSP00000391090	9606.ENSP00000275493	0	0	0	0	0	0.103	0	0.573	0.601
CHEK1	PLK1	9606.ENSP00000391090	9606.ENSP00000300093	0	0	0	0.613	0.298	0	0	0.365	0.535
CHEK1	MAP2K1	9606.ENSP00000391090	9606.ENSP00000302486	0	0	0	0.575	0.116	0.191	0	0.229	0.400
CHEK1	TERT	9606.ENSP00000391090	9606.ENSP00000309572	0	0	0	0	0.082	0.088	0	0.572	0.610
CHEK1	TYMS	9606.ENSP00000391090	9606.ENSP00000315644	0	0	0	0	0.551	0.232	0	0.635	0.863
CHEK1	GSK3B	9606.ENSP00000391090	9606.ENSP00000324806	0	0	0	0.583	0	0.092	0	0.486	0.514
CHEK1	PARP1	9606.ENSP00000391090	9606.ENSP00000355759	0	0	0	0	0.109	0.330	0	0.781	0.858
CHEK1	XIAP	9606.ENSP00000391090	9606.ENSP00000360242	0	0	0	0	0.049	0.314	0	0.595	0.712
CHEK1	HIF1A	9606.ENSP00000391090	9606.ENSP00000437955	0	0	0	0	0.062	0	0	0.417	0.429
CHEK1	ESR1	9606.ENSP00000391090	9606.ENSP00000405330	0	0	0	0	0.055	0	0	0.447	0.455
CHEK1	IGF1R	9606.ENSP00000391090	9606.ENSP00000497069	0	0	0	0	0	0.184	0	0.371	0.465
DNMT3A	MDM2	9606.ENSP00000264709	9606.ENSP00000258149	0	0	0	0	0	0	0	0.407	0.407
DNMT3A	STAT3	9606.ENSP00000264709	9606.ENSP00000264657	0	0	0	0	0.042	0.074	0	0.656	0.668
DNMT3A	HRAS	9606.ENSP00000264709	9606.ENSP00000407586	0	0	0	0	0	0.071	0	0.413	0.432
DNMT3A	EGFR	9606.ENSP00000264709	9606.ENSP00000275493	0	0	0	0	0.044	0	0	0.435	0.436
DNMT3A	PARP1	9606.ENSP00000264709	9606.ENSP00000355759	0	0	0	0	0.094	0.125	0	0.348	0.438
DNMT3A	GSTP1	9606.ENSP00000264709	9606.ENSP00000381607	0	0	0	0	0.057	0.050	0	0.431	0.446
DNMT3A	TERT	9606.ENSP00000264709	9606.ENSP00000309572	0	0	0	0	0.089	0	0	0.447	0.475
DNMT3A	ESR1	9606.ENSP00000264709	9606.ENSP00000405330	0	0	0	0	0	0	0	0.510	0.510
DNMT3A	NOTCH1	9606.ENSP00000264709	9606.ENSP00000498587	0	0	0	0	0.054	0.091	0	0.510	0.542
DNMT3A	SRC	9606.ENSP00000264709	9606.ENSP00000362680	0	0	0	0	0.042	0.058	0	0.550	0.558
DNMT3A	STAT1	9606.ENSP00000264709	9606.ENSP00000354394	0	0	0	0	0.049	0.074	0	0.552	0.571
DNMT3A	PTPN11	9606.ENSP00000264709	9606.ENSP00000489597	0	0	0	0	0.047	0	0	0.583	0.585
DNMT3A	IDH1	9606.ENSP00000264709	9606.ENSP00000390265	0	0	0	0	0.042	0	0	0.797	0.797
EGFR	MAPK1	9606.ENSP00000275493	9606.ENSP00000215832	0	0	0	0.579	0.047	0.042	0	0.609	0.612
EGFR	MMP2	9606.ENSP00000275493	9606.ENSP00000219070	0	0	0	0	0.099	0	0	0.674	0.693
EGFR	MAPK14	9606.ENSP00000275493	9606.ENSP00000229795	0	0	0	0.579	0.042	0.600	0	0.519	0.799
EGFR	LGALS3	9606.ENSP00000275493	9606.ENSP00000254301	0	0	0	0	0.073	0.600	0	0.913	0.964
EGFR	MDM2	9606.ENSP00000275493	9606.ENSP00000258149	0	0	0	0	0	0	0.650	0.718	0.897
EGFR	KDR	9606.ENSP00000275493	9606.ENSP00000263923	0	0	0	0.564	0.075	0.139	0	0.774	0.805
EGFR	STAT3	9606.ENSP00000275493	9606.ENSP00000264657	0	0	0	0	0.042	0.925	0	0.985	0.998
EGFR	RARB	9606.ENSP00000275493	9606.ENSP00000332296	0	0	0	0	0.059	0.092	0	0.376	0.420
EGFR	PPARA	9606.ENSP00000275493	9606.ENSP00000385523	0	0	0	0	0.079	0.092	0	0.374	0.431
EGFR	FGFR1	9606.ENSP00000275493	9606.ENSP00000393312	0	0	0	0.604	0.067	0.215	0	0.346	0.479
EGFR	GSK3B	9606.ENSP00000275493	9606.ENSP00000324806	0	0	0	0.568	0.047	0.091	0	0.548	0.574
EGFR	MAP2K1	9606.ENSP00000275493	9606.ENSP00000302486	0	0	0	0.597	0.049	0.098	0	0.549	0.579
EGFR	PLAU	9606.ENSP00000275493	9606.ENSP00000361850	0	0	0	0	0.083	0	0	0.571	0.589
EGFR	TYMS	9606.ENSP00000275493	9606.ENSP00000315644	0	0	0	0	0.042	0	0	0.592	0.593
EGFR	TGFBR2	9606.ENSP00000275493	9606.ENSP00000351905	0	0	0	0	0.066	0.091	0	0.574	0.606
EGFR	FGFR2	9606.ENSP00000275493	9606.ENSP00000410294	0	0	0	0.609	0.068	0.101	0	0.569	0.608
EGFR	XIAP	9606.ENSP00000275493	9606.ENSP00000360242	0	0	0	0	0.049	0.244	0	0.534	0.636
EGFR	EPHB4	9606.ENSP00000275493	9606.ENSP00000350896	0	0	0	0.607	0.068	0.263	0	0.540	0.656
EGFR	TGFBR1	9606.ENSP00000275493	9606.ENSP00000447297	0	0	0	0	0	0.093	0	0.656	0.675
EGFR	MMP1	9606.ENSP00000275493	9606.ENSP00000322788	0	0	0	0	0.080	0	0	0.681	0.694
EGFR	TERT	9606.ENSP00000275493	9606.ENSP00000309572	0	0	0	0	0	0	0	0.697	0.697
EGFR	PRKACA	9606.ENSP00000275493	9606.ENSP00000309591	0	0	0	0.594	0.042	0.510	0	0.427	0.707
EGFR	GSTP1	9606.ENSP00000275493	9606.ENSP00000381607	0	0	0	0	0.055	0.510	0	0.431	0.713
EGFR	TLR4	9606.ENSP00000275493	9606.ENSP00000363089	0	0	0	0	0	0.331	0	0.626	0.739
EGFR	KEAP1	9606.ENSP00000275493	9606.ENSP00000377245	0	0	0	0	0.042	0.420	0	0.581	0.746
EGFR	PARP1	9606.ENSP00000275493	9606.ENSP00000355759	0	0	0	0	0.044	0.100	0	0.734	0.751
EGFR	IDH1	9606.ENSP00000275493	9606.ENSP00000390265	0	0	0	0	0.042	0	0	0.795	0.795
EGFR	MMP9	9606.ENSP00000275493	9606.ENSP00000361405	0	0	0	0	0.055	0	0	0.825	0.827
EGFR	MAPK8	9606.ENSP00000275493	9606.ENSP00000378974	0	0	0	0.567	0.047	0.621	0	0.567	0.830
EGFR	PTGS2	9606.ENSP00000275493	9606.ENSP00000356438	0	0	0	0	0.068	0	0	0.831	0.836
EGFR	PPARG	9606.ENSP00000275493	9606.ENSP00000287820	0	0	0	0	0.112	0.329	0	0.758	0.843
EGFR	NOTCH1	9606.ENSP00000275493	9606.ENSP00000498587	0	0	0	0	0.042	0.075	0	0.872	0.877
EGFR	HIF1A	9606.ENSP00000275493	9606.ENSP00000437955	0	0	0	0	0.055	0	0.500	0.873	0.934
EGFR	STAT1	9606.ENSP00000275493	9606.ENSP00000354394	0	0	0	0	0.042	0.840	0	0.851	0.975
EGFR	ESR1	9606.ENSP00000275493	9606.ENSP00000405330	0	0	0	0	0	0.583	0	0.974	0.988
EGFR	IGF1R	9606.ENSP00000275493	9606.ENSP00000497069	0	0	0	0.571	0.113	0.585	0	0.972	0.989
EGFR	IGF1	9606.ENSP00000275493	9606.ENSP00000376637	0	0	0	0	0	0	0.900	0.919	0.991
EGFR	HRAS	9606.ENSP00000275493	9606.ENSP00000407586	0	0	0	0	0.053	0.315	0.900	0.931	0.994
EGFR	MET	9606.ENSP00000275493	9606.ENSP00000317272	0	0	0	0.582	0.250	0.806	0	0.978	0.996
EGFR	PTPN11	9606.ENSP00000275493	9606.ENSP00000489597	0	0	0	0	0.042	0.995	0.900	0.991	0.999
EGFR	SRC	9606.ENSP00000275493	9606.ENSP00000362680	0	0	0	0.665	0.042	0.928	0.900	0.988	0.999
EPHB4	MMP2	9606.ENSP00000350896	9606.ENSP00000219070	0	0	0	0	0.078	0	0.400	0.269	0.560
EPHB4	NOTCH1	9606.ENSP00000350896	9606.ENSP00000498587	0	0	0	0	0.084	0.098	0	0.472	0.526
EPHB4	MMP9	9606.ENSP00000350896	9606.ENSP00000361405	0	0	0	0	0.058	0	0.400	0.306	0.573
EPHB4	SRC	9606.ENSP00000350896	9606.ENSP00000362680	0	0	0	0.749	0.044	0.045	0.500	0.398	0.688
ESR1	MAPK1	9606.ENSP00000405330	9606.ENSP00000215832	0	0	0	0	0	0.625	0.900	0.681	0.987
ESR1	MMP2	9606.ENSP00000405330	9606.ENSP00000219070	0	0	0	0	0.042	0	0	0.579	0.580
ESR1	MAPK14	9606.ENSP00000405330	9606.ENSP00000229795	0	0	0	0	0	0	0.900	0.561	0.954
ESR1	MDM2	9606.ENSP00000405330	9606.ENSP00000258149	0	0	0	0	0.042	0.785	0	0.762	0.946
ESR1	KDR	9606.ENSP00000405330	9606.ENSP00000263923	0	0	0	0	0	0.045	0	0.687	0.688
ESR1	STAT3	9606.ENSP00000405330	9606.ENSP00000264657	0	0	0	0	0.042	0.476	0	0.873	0.930
ESR1	PPARG	9606.ENSP00000405330	9606.ENSP00000287820	0	0	0	0.604	0.059	0	0	0.790	0.794
ESR1	NOS3	9606.ENSP00000405330	9606.ENSP00000297494	0	0	0	0	0	0.301	0	0.689	0.773
ESR1	PLK1	9606.ENSP00000405330	9606.ENSP00000300093	0	0	0	0	0	0.045	0	0.418	0.420
ESR1	MAP2K1	9606.ENSP00000405330	9606.ENSP00000302486	0	0	0	0	0.051	0.057	0	0.508	0.521
ESR1	TERT	9606.ENSP00000405330	9606.ENSP00000309572	0	0	0	0	0	0	0	0.553	0.553
ESR1	PRKACA	9606.ENSP00000405330	9606.ENSP00000309591	0	0	0	0	0	0	0.900	0.581	0.956
ESR1	MET	9606.ENSP00000405330	9606.ENSP00000317272	0	0	0	0	0.111	0.071	0	0.643	0.680
ESR1	MMP1	9606.ENSP00000405330	9606.ENSP00000322788	0	0	0	0	0	0	0	0.410	0.410
ESR1	GSK3B	9606.ENSP00000405330	9606.ENSP00000324806	0	0	0	0	0	0.071	0	0.618	0.629
ESR1	TGFBR2	9606.ENSP00000405330	9606.ENSP00000351905	0	0	0	0	0.055	0.071	0	0.617	0.634
ESR1	STAT1	9606.ENSP00000405330	9606.ENSP00000354394	0	0	0	0	0.043	0.304	0.500	0.775	0.915
ESR1	PARP1	9606.ENSP00000405330	9606.ENSP00000355759	0	0	0	0	0	0.312	0	0.647	0.746
ESR1	PTGS2	9606.ENSP00000405330	9606.ENSP00000356438	0	0	0	0	0.047	0	0	0.672	0.674
ESR1	XIAP	9606.ENSP00000405330	9606.ENSP00000360242	0	0	0	0	0.044	0.045	0	0.637	0.639
ESR1	MMP9	9606.ENSP00000405330	9606.ENSP00000361405	0	0	0	0	0.074	0	0	0.763	0.772
ESR1	PLAU	9606.ENSP00000405330	9606.ENSP00000361850	0	0	0	0	0	0	0	0.476	0.476
ESR1	SRC	9606.ENSP00000405330	9606.ENSP00000362680	0	0	0	0	0	0.925	0.900	0.996	0.999
ESR1	TLR4	9606.ENSP00000405330	9606.ENSP00000363089	0	0	0	0	0	0.066	0	0.426	0.441
ESR1	IGF1	9606.ENSP00000405330	9606.ENSP00000376637	0	0	0	0	0.062	0	0	0.964	0.964
ESR1	MAPK8	9606.ENSP00000405330	9606.ENSP00000378974	0	0	0	0	0	0	0.900	0.659	0.964
ESR1	GSTP1	9606.ENSP00000405330	9606.ENSP00000381607	0	0	0	0	0	0.045	0	0.534	0.536
ESR1	PPARA	9606.ENSP00000405330	9606.ENSP00000385523	0	0	0	0.602	0.059	0	0	0.610	0.618
ESR1	FGFR1	9606.ENSP00000405330	9606.ENSP00000393312	0	0	0	0	0	0.045	0	0.553	0.555
ESR1	PTPN11	9606.ENSP00000405330	9606.ENSP00000489597	0	0	0	0	0.055	0.064	0	0.558	0.574
ESR1	TGFBR1	9606.ENSP00000405330	9606.ENSP00000447297	0	0	0	0	0.057	0.071	0	0.562	0.583
ESR1	NOTCH1	9606.ENSP00000405330	9606.ENSP00000498587	0	0	0	0	0	0.050	0	0.638	0.642
ESR1	RXRA	9606.ENSP00000405330	9606.ENSP00000419692	0	0	0	0.723	0	0.096	0	0.630	0.651
ESR1	HRAS	9606.ENSP00000405330	9606.ENSP00000407586	0	0	0	0	0	0.073	0	0.705	0.715
ESR1	NR1H4	9606.ENSP00000405330	9606.ENSP00000447149	0	0	0	0.617	0.055	0.510	0	0.491	0.744
ESR1	FGFR2	9606.ENSP00000405330	9606.ENSP00000410294	0	0	0	0	0.043	0.045	0	0.773	0.774
ESR1	HIF1A	9606.ENSP00000405330	9606.ENSP00000437955	0	0	0	0	0.067	0.636	0	0.861	0.948
ESR1	IGF1R	9606.ENSP00000405330	9606.ENSP00000497069	0	0	0	0	0.063	0.743	0.500	0.994	0.999
F2	NR1H4	9606.ENSP00000308541	9606.ENSP00000447149	0	0	0	0	0.278	0	0	0.292	0.467
F2	IGF1	9606.ENSP00000308541	9606.ENSP00000376637	0	0	0	0	0.042	0	0.400	0.308	0.567
F2	PLAU	9606.ENSP00000308541	9606.ENSP00000361850	0	0	0.164	0.641	0	0	0.540	0.198	0.664
F2	SERPINA1	9606.ENSP00000308541	9606.ENSP00000416066	0	0	0	0	0.260	0.045	0	0.726	0.790
FGFR1	MAPK1	9606.ENSP00000393312	9606.ENSP00000215832	0	0	0	0.588	0	0	0.400	0.195	0.496
FGFR1	MMP2	9606.ENSP00000393312	9606.ENSP00000219070	0	0	0	0	0.112	0	0	0.585	0.616
FGFR1	LGALS3	9606.ENSP00000393312	9606.ENSP00000254301	0	0	0	0	0.054	0.067	0	0.481	0.501
FGFR1	MDM2	9606.ENSP00000393312	9606.ENSP00000258149	0	0	0	0	0	0.045	0	0.509	0.511
FGFR1	KDR	9606.ENSP00000393312	9606.ENSP00000263923	0	0	0	0.747	0.068	0.091	0	0.654	0.681
FGFR1	STAT3	9606.ENSP00000393312	9606.ENSP00000264657	0	0	0	0	0	0.328	0	0.511	0.657
FGFR1	TERT	9606.ENSP00000393312	9606.ENSP00000309572	0	0	0	0	0	0	0	0.507	0.507
FGFR1	TGFBR2	9606.ENSP00000393312	9606.ENSP00000351905	0	0	0	0.563	0.055	0.280	0	0.203	0.410
FGFR1	MMP9	9606.ENSP00000393312	9606.ENSP00000361405	0	0	0	0	0.055	0	0	0.626	0.631
FGFR1	SRC	9606.ENSP00000393312	9606.ENSP00000362680	0	0	0	0.697	0	0.357	0	0.523	0.680
FGFR1	IGF1	9606.ENSP00000393312	9606.ENSP00000376637	0	0	0	0	0.042	0	0.650	0.507	0.820
FGFR1	IDH1	9606.ENSP00000393312	9606.ENSP00000390265	0	0	0	0	0	0	0	0.611	0.611
FGFR1	RXRA	9606.ENSP00000393312	9606.ENSP00000419692	0	0	0	0	0	0.294	0	0.215	0.422
FGFR1	HIF1A	9606.ENSP00000393312	9606.ENSP00000437955	0	0	0	0	0.043	0	0	0.457	0.458
FGFR1	IGF1R	9606.ENSP00000393312	9606.ENSP00000497069	0	0	0	0.656	0.056	0.074	0	0.608	0.627
FGFR1	NOTCH1	9606.ENSP00000393312	9606.ENSP00000498587	0	0	0	0	0	0.045	0	0.736	0.737
FGFR1	PTPN11	9606.ENSP00000393312	9606.ENSP00000489597	0	0	0	0	0.060	0.190	0.400	0.602	0.794
FGFR1	FGFR2	9606.ENSP00000393312	9606.ENSP00000410294	0	0	0.053	0.972	0.049	0.624	0.400	0.391	0.853
FGFR1	HRAS	9606.ENSP00000393312	9606.ENSP00000407586	0	0	0	0	0	0.099	0.900	0.614	0.962
FGFR2	MAPK1	9606.ENSP00000410294	9606.ENSP00000215832	0	0	0	0.580	0	0	0.400	0.180	0.486
FGFR2	LGALS3	9606.ENSP00000410294	9606.ENSP00000254301	0	0	0	0	0.054	0.067	0	0.454	0.476
FGFR2	MDM2	9606.ENSP00000410294	9606.ENSP00000258149	0	0	0	0	0	0.045	0.650	0.634	0.867
FGFR2	KDR	9606.ENSP00000410294	9606.ENSP00000263923	0	0	0	0.746	0.066	0.091	0	0.471	0.511
FGFR2	STAT3	9606.ENSP00000410294	9606.ENSP00000264657	0	0	0	0	0.042	0.328	0	0.782	0.847
FGFR2	TERT	9606.ENSP00000410294	9606.ENSP00000309572	0	0	0	0	0	0	0	0.498	0.498
FGFR2	MET	9606.ENSP00000410294	9606.ENSP00000317272	0	0	0	0.626	0	0.092	0	0.493	0.519
FGFR2	SRC	9606.ENSP00000410294	9606.ENSP00000362680	0	0	0	0.700	0.042	0.328	0.900	0.431	0.958
FGFR2	IGF1	9606.ENSP00000410294	9606.ENSP00000376637	0	0	0	0	0.047	0	0.650	0.631	0.866
FGFR2	IDH1	9606.ENSP00000410294	9606.ENSP00000390265	0	0	0	0	0	0	0	0.762	0.762
FGFR2	HRAS	9606.ENSP00000410294	9606.ENSP00000407586	0	0	0	0	0	0.099	0.900	0.607	0.961
FGFR2	TGFBR1	9606.ENSP00000410294	9606.ENSP00000447297	0	0	0	0.570	0.058	0.074	0	0.464	0.491
FGFR2	IGF1R	9606.ENSP00000410294	9606.ENSP00000497069	0	0	0	0.656	0.049	0.074	0	0.511	0.532
FGFR2	NOTCH1	9606.ENSP00000410294	9606.ENSP00000498587	0	0	0	0	0	0.045	0	0.723	0.724
FGFR2	PTPN11	9606.ENSP00000410294	9606.ENSP00000489597	0	0	0	0	0.060	0.240	0.400	0.593	0.802
GSK3B	MAPK1	9606.ENSP00000324806	9606.ENSP00000215832	0	0	0	0.766	0.327	0.342	0	0.464	0.742
GSK3B	MMP2	9606.ENSP00000324806	9606.ENSP00000219070	0	0	0	0	0	0	0	0.571	0.571
GSK3B	MAPK14	9606.ENSP00000324806	9606.ENSP00000229795	0	0	0	0.739	0.113	0.110	0	0.564	0.626
GSK3B	MDM2	9606.ENSP00000324806	9606.ENSP00000258149	0	0	0	0	0.070	0.299	0	0.581	0.703
GSK3B	STAT3	9606.ENSP00000324806	9606.ENSP00000264657	0	0	0	0	0.056	0.096	0	0.789	0.804
GSK3B	PPARG	9606.ENSP00000324806	9606.ENSP00000287820	0	0	0	0	0	0.071	0	0.622	0.634
GSK3B	NOS3	9606.ENSP00000324806	9606.ENSP00000297494	0	0	0	0	0	0.065	0	0.478	0.491
GSK3B	MAP2K1	9606.ENSP00000324806	9606.ENSP00000302486	0	0	0	0.600	0.075	0.161	0.900	0.312	0.939
GSK3B	TERT	9606.ENSP00000324806	9606.ENSP00000309572	0	0	0	0	0	0.049	0	0.431	0.435
GSK3B	PRKACA	9606.ENSP00000324806	9606.ENSP00000309591	0	0	0	0.622	0.094	0.618	0.900	0.768	0.990
GSK3B	MET	9606.ENSP00000324806	9606.ENSP00000317272	0	0	0	0	0	0.188	0	0.475	0.555
GSK3B	NQO1	9606.ENSP00000324806	9606.ENSP00000319788	0	0	0	0	0.044	0	0	0.572	0.574
GSK3B	PCK1	9606.ENSP00000324806	9606.ENSP00000319814	0	0	0	0	0.074	0	0	0.573	0.588
GSK3B	TGFBR1	9606.ENSP00000324806	9606.ENSP00000447297	0	0	0	0	0.074	0	0	0.404	0.424
GSK3B	HRAS	9606.ENSP00000324806	9606.ENSP00000407586	0	0	0	0	0.074	0.110	0	0.388	0.451
GSK3B	PPARA	9606.ENSP00000324806	9606.ENSP00000385523	0	0	0	0	0	0.071	0	0.481	0.498
GSK3B	PTPN11	9606.ENSP00000324806	9606.ENSP00000489597	0	0	0	0	0.056	0.271	0	0.376	0.533
GSK3B	PTGS2	9606.ENSP00000324806	9606.ENSP00000356438	0	0	0	0	0	0	0	0.573	0.573
GSK3B	TLR4	9606.ENSP00000324806	9606.ENSP00000363089	0	0	0	0	0.042	0.141	0	0.527	0.577
GSK3B	KEAP1	9606.ENSP00000324806	9606.ENSP00000377245	0	0	0	0	0.055	0	0	0.577	0.583
GSK3B	MMP9	9606.ENSP00000324806	9606.ENSP00000361405	0	0	0	0	0	0	0	0.612	0.612
GSK3B	PARP1	9606.ENSP00000324806	9606.ENSP00000355759	0	0	0	0	0.049	0.163	0	0.588	0.643
GSK3B	IGF1R	9606.ENSP00000324806	9606.ENSP00000497069	0	0	0	0	0.095	0	0	0.621	0.643
GSK3B	HIF1A	9606.ENSP00000324806	9606.ENSP00000437955	0	0	0	0	0.044	0.071	0	0.640	0.653
GSK3B	IGF1	9606.ENSP00000324806	9606.ENSP00000376637	0	0	0	0	0	0.063	0	0.666	0.674
GSK3B	STAT1	9606.ENSP00000324806	9606.ENSP00000354394	0	0	0	0	0.047	0.096	0.500	0.413	0.713
GSK3B	NOTCH1	9606.ENSP00000324806	9606.ENSP00000498587	0	0	0	0	0.049	0.334	0	0.722	0.809
GSK3B	XIAP	9606.ENSP00000324806	9606.ENSP00000360242	0	0	0	0	0.074	0.536	0	0.650	0.836
GSK3B	SRC	9606.ENSP00000324806	9606.ENSP00000362680	0	0	0	0	0.044	0.070	0	0.863	0.867
GSTP1	MAPK1	9606.ENSP00000381607	9606.ENSP00000215832	0	0	0	0	0.049	0.292	0	0.196	0.411
GSTP1	MAPK14	9606.ENSP00000381607	9606.ENSP00000229795	0	0	0	0	0.047	0.292	0	0.473	0.613
GSTP1	KDR	9606.ENSP00000381607	9606.ENSP00000263923	0	0	0	0	0	0	0	0.502	0.502
GSTP1	STAT3	9606.ENSP00000381607	9606.ENSP00000264657	0	0	0	0	0.042	0	0	0.550	0.550
GSTP1	TYMS	9606.ENSP00000381607	9606.ENSP00000315644	0	0	0	0	0.042	0	0	0.477	0.477
GSTP1	NQO1	9606.ENSP00000381607	9606.ENSP00000319788	0	0	0	0	0.087	0	0	0.714	0.728
GSTP1	RARB	9606.ENSP00000381607	9606.ENSP00000332296	0	0	0	0	0	0.045	0	0.668	0.669
GSTP1	PTGS2	9606.ENSP00000381607	9606.ENSP00000356438	0	0	0	0	0.042	0	0	0.508	0.508
GSTP1	KEAP1	9606.ENSP00000381607	9606.ENSP00000377245	0	0	0	0	0.057	0	0	0.518	0.526
GSTP1	MAPK8	9606.ENSP00000381607	9606.ENSP00000378974	0	0	0	0	0.042	0.805	0	0.875	0.974
GSTP1	TGFBR1	9606.ENSP00000381607	9606.ENSP00000447297	0	0	0	0	0	0	0	0.420	0.420
GSTP1	HRAS	9606.ENSP00000381607	9606.ENSP00000407586	0	0	0	0	0.048	0.054	0	0.512	0.522
GSTP1	HIF1A	9606.ENSP00000381607	9606.ENSP00000437955	0	0	0	0	0.088	0	0	0.544	0.566
HIF1A	MAPK1	9606.ENSP00000437955	9606.ENSP00000215832	0	0	0	0	0.049	0.626	0.900	0.648	0.985
